notch,notchdesc,srg,srgdesc,mcp,mcpdesc
et/duplicate,()Lio/netty/buffer/ByteBuf;,net/minecraft/network/PacketBuffer/duplicate,()Lio/netty/buffer/ByteBuf;,net/minecraft/network/PacketBuffer/duplicate,()Lio/netty/buffer/ByteBuf;
tn/b,(Ltj;)V,net/minecraft/entity/ai/attributes/ModifiableAttributeInstance/func_111124_b,(Lnet/minecraft/entity/ai/attributes/AttributeModifier;)V,net/minecraft/entity/ai/attributes/ModifiableAttributeInstance/removeModifier,(Lnet/minecraft/entity/ai/attributes/AttributeModifier;)V
aln/a,(Lahl;III)V,net/minecraft/block/BlockHopper/func_149719_a,(Lnet/minecraft/world/IBlockAccess;III)V,net/minecraft/block/BlockHopper/setBlockBoundsBasedOnState,(Lnet/minecraft/world/IBlockAccess;III)V
ays/k,(Lays;)I,net/minecraft/world/storage/WorldInfo/access$1000,(Lnet/minecraft/world/storage/WorldInfo;)I,net/minecraft/world/storage/WorldInfo/access$1000,(Lnet/minecraft/world/storage/WorldInfo;)I
ajs/a,(Lrg;)V,net/minecraft/block/BlockButton/func_149651_a,(Lnet/minecraft/client/renderer/texture/IIconRegister;)V,net/minecraft/block/BlockButton/registerBlockIcons,(Lnet/minecraft/client/renderer/texture/IIconRegister;)V
net/minecraft/realms/RealmsScrolledSelectionList/renderItem,(IIIIII)V,net/minecraft/realms/RealmsScrolledSelectionList/renderItem,(IIIIII)V,net/minecraft/realms/RealmsScrolledSelectionList/renderItem,(IIIIII)V
alh/a,(Lahb;Ljava/util/Random;III)Z,net/minecraft/block/BlockGrass/func_149852_a,(Lnet/minecraft/world/World;Ljava/util/Random;III)Z,net/minecraft/block/BlockGrass/func_149852_a,(Lnet/minecraft/world/World;Ljava/util/Random;III)Z
ala/a,(Lrg;)V,net/minecraft/block/BlockFenceGate/func_149651_a,(Lnet/minecraft/client/renderer/texture/IIconRegister;)V,net/minecraft/block/BlockFenceGate/registerBlockIcons,(Lnet/minecraft/client/renderer/texture/IIconRegister;)V
mw/b,(III)V,net/minecraft/entity/player/EntityPlayerMP/func_71058_b,(III)V,net/minecraft/entity/player/EntityPlayerMP/displayGUIWorkbench,(III)V
y/a,(Lac;[Ljava/lang/String;IZ)Lfj;,net/minecraft/command/CommandBase/func_147176_a,(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;IZ)Lnet/minecraft/util/IChatComponent;,net/minecraft/command/CommandBase/func_147176_a,(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;IZ)Lnet/minecraft/util/IChatComponent;
ays/l,(Lays;)Z,net/minecraft/world/storage/WorldInfo/access$1100,(Lnet/minecraft/world/storage/WorldInfo;)Z,net/minecraft/world/storage/WorldInfo/access$1100,(Lnet/minecraft/world/storage/WorldInfo;)Z
net/minecraft/realms/RealmsScreen/buttonClicked,(Lnet/minecraft/realms/RealmsButton;)V,net/minecraft/realms/RealmsScreen/buttonClicked,(Lnet/minecraft/realms/RealmsButton;)V,net/minecraft/realms/RealmsScreen/buttonClicked,(Lnet/minecraft/realms/RealmsButton;)V
ml/b,(III)Z,net/minecraft/world/demo/DemoWorldManager/func_73084_b,(III)Z,net/minecraft/world/demo/DemoWorldManager/tryHarvestBlock,(III)Z
mq/a,(I)V,net/minecraft/server/management/PlayerManager/func_152622_a,(I)V,net/minecraft/server/management/PlayerManager/func_152622_a,(I)V
amq/c,(Lamq;)I,net/minecraft/block/BlockPortal$Size/access$200,(Lnet/minecraft/block/BlockPortal$Size;)I,net/minecraft/block/BlockPortal$Size/access$200,(Lnet/minecraft/block/BlockPortal$Size;)I
afa/a,()Lafa;,net/minecraft/item/crafting/FurnaceRecipes/func_77602_a,()Lnet/minecraft/item/crafting/FurnaceRecipes;,net/minecraft/item/crafting/FurnaceRecipes/smelting,()Lnet/minecraft/item/crafting/FurnaceRecipes;
ays/i,(Lays;)I,net/minecraft/world/storage/WorldInfo/access$800,(Lnet/minecraft/world/storage/WorldInfo;)I,net/minecraft/world/storage/WorldInfo/access$800,(Lnet/minecraft/world/storage/WorldInfo;)I
bfn/a,(Lbfn;)Laay;,net/minecraft/client/gui/inventory/GuiContainerCreative$CreativeSlot/access$100,(Lnet/minecraft/client/gui/inventory/GuiContainerCreative$CreativeSlot;)Lnet/minecraft/inventory/Slot;,net/minecraft/client/gui/inventory/GuiContainerCreative$CreativeSlot/access$100,(Lnet/minecraft/client/gui/inventory/GuiContainerCreative$CreativeSlot;)Lnet/minecraft/inventory/Slot;
eo/a,(ILjava/lang/Class;)Leo;,net/minecraft/network/EnumConnectionState/func_150751_a,(ILjava/lang/Class;)Lnet/minecraft/network/EnumConnectionState;,net/minecraft/network/EnumConnectionState/func_150751_a,(ILjava/lang/Class;)Lnet/minecraft/network/EnumConnectionState;
mw/c,(III)V,net/minecraft/entity/player/EntityPlayerMP/func_82244_d,(III)V,net/minecraft/entity/player/EntityPlayerMP/displayGUIAnvil,(III)V
alh/a,(Lahb;IIIZ)Z,net/minecraft/block/BlockGrass/func_149851_a,(Lnet/minecraft/world/World;IIIZ)Z,net/minecraft/block/BlockGrass/func_149851_a,(Lnet/minecraft/world/World;IIIZ)Z
bjd/a,(ZLqk;)Z,net/minecraft/client/multiplayer/ChunkProviderClient/func_73151_a,(ZLnet/minecraft/util/IProgressUpdate;)Z,net/minecraft/client/multiplayer/ChunkProviderClient/saveChunks,(ZLnet/minecraft/util/IProgressUpdate;)Z
aad/e,()Lrb;,net/minecraft/inventory/ContainerChest/func_85151_d,()Lnet/minecraft/inventory/IInventory;,net/minecraft/inventory/ContainerChest/getLowerChestInventory,()Lnet/minecraft/inventory/IInventory;
zu/a,(Lzu;)Lrb;,net/minecraft/inventory/ContainerRepair/access$000,(Lnet/minecraft/inventory/ContainerRepair;)Lnet/minecraft/inventory/IInventory;,net/minecraft/inventory/ContainerRepair/access$000,(Lnet/minecraft/inventory/ContainerRepair;)Lnet/minecraft/inventory/IInventory;
bgs/a,(Ltv/twitch/chat/ChatUserSubscription;Ljava/lang/String;Z)Lfj;,net/minecraft/client/gui/stream/GuiTwitchUserMode/func_152330_a,(Ltv/twitch/chat/ChatUserSubscription;Ljava/lang/String;Z)Lnet/minecraft/util/IChatComponent;,net/minecraft/client/gui/stream/GuiTwitchUserMode/func_152330_a,(Ltv/twitch/chat/ChatUserSubscription;Ljava/lang/String;Z)Lnet/minecraft/util/IChatComponent;
amq/b,(Lamq;)I,net/minecraft/block/BlockPortal$Size/access$100,(Lnet/minecraft/block/BlockPortal$Size;)I,net/minecraft/block/BlockPortal$Size/access$100,(Lnet/minecraft/block/BlockPortal$Size;)I
fq/toString,()Ljava/lang/String;,net/minecraft/util/ChatComponentText/toString,()Ljava/lang/String;,net/minecraft/util/ChatComponentText/toString,()Ljava/lang/String;
amp/a,(Lahl;III)V,net/minecraft/block/BlockPortal/func_149719_a,(Lnet/minecraft/world/IBlockAccess;III)V,net/minecraft/block/BlockPortal/setBlockBoundsBasedOnState,(Lnet/minecraft/world/IBlockAccess;III)V
ayi/b,(Ldh;)V,net/minecraft/world/storage/MapData/func_76187_b,(Lnet/minecraft/nbt/NBTTagCompound;)V,net/minecraft/world/storage/MapData/writeToNBT,(Lnet/minecraft/nbt/NBTTagCompound;)V
qn/b,(Ljava/lang/String;)Z,net/minecraft/util/StringUtils/func_151246_b,(Ljava/lang/String;)Z,net/minecraft/util/StringUtils/isNullOrEmpty,(Ljava/lang/String;)Z
aku/a,(Lrg;)V,net/minecraft/block/BlockEndPortalFrame/func_149651_a,(Lnet/minecraft/client/renderer/texture/IIconRegister;)V,net/minecraft/block/BlockEndPortalFrame/registerBlockIcons,(Lnet/minecraft/client/renderer/texture/IIconRegister;)V
bpj/a,(Lbqf;Lcom/google/gson/JsonElement;)V,net/minecraft/client/shader/ShaderGroup/func_152764_a,(Lnet/minecraft/client/renderer/texture/TextureManager;Lcom/google/gson/JsonElement;)V,net/minecraft/client/shader/ShaderGroup/func_152764_a,(Lnet/minecraft/client/renderer/texture/TextureManager;Lcom/google/gson/JsonElement;)V
btj/a,(Lyz;F)V,net/minecraft/client/audio/SoundManager/func_148615_a,(Lnet/minecraft/entity/player/EntityPlayer;F)V,net/minecraft/client/audio/SoundManager/setListener,(Lnet/minecraft/entity/player/EntityPlayer;F)V
tn/a,(Ltj;)V,net/minecraft/entity/ai/attributes/ModifiableAttributeInstance/func_111121_a,(Lnet/minecraft/entity/ai/attributes/AttributeModifier;)V,net/minecraft/entity/ai/attributes/ModifiableAttributeInstance/applyModifier,(Lnet/minecraft/entity/ai/attributes/AttributeModifier;)V
amq/a,(Lamq;)I,net/minecraft/block/BlockPortal$Size/access$000,(Lnet/minecraft/block/BlockPortal$Size;)I,net/minecraft/block/BlockPortal$Size/access$000,(Lnet/minecraft/block/BlockPortal$Size;)I
net/minecraft/realms/Realms/getName,()Ljava/lang/String;,net/minecraft/realms/Realms/getName,()Ljava/lang/String;,net/minecraft/realms/Realms/getName,()Ljava/lang/String;
ays/j,(Lays;)I,net/minecraft/world/storage/WorldInfo/access$900,(Lnet/minecraft/world/storage/WorldInfo;)I,net/minecraft/world/storage/WorldInfo/access$900,(Lnet/minecraft/world/storage/WorldInfo;)I
sa/ap,()Z,net/minecraft/entity/Entity/func_82150_aj,()Z,net/minecraft/entity/Entity/isInvisible,()Z
zp/a,(Z)V,net/minecraft/entity/projectile/EntityWitherSkull/func_82343_e,(Z)V,net/minecraft/entity/projectile/EntityWitherSkull/setInvulnerable,(Z)V
amq/c,()V,net/minecraft/block/BlockPortal$Size/func_150859_c,()V,net/minecraft/block/BlockPortal$Size/func_150859_c,()V
pp/a,([Lph;Laji;Laji;)V,net/minecraft/stats/StatList/func_151180_a,([Lnet/minecraft/stats/StatBase;Lnet/minecraft/block/Block;Lnet/minecraft/block/Block;)V,net/minecraft/stats/StatList/func_151180_a,([Lnet/minecraft/stats/StatBase;Lnet/minecraft/block/Block;Lnet/minecraft/block/Block;)V
avc/a,(Ldh;)V,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold/func_143012_a,(Lnet/minecraft/nbt/NBTTagCompound;)V,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold/func_143012_a,(Lnet/minecraft/nbt/NBTTagCompound;)V
ns/a,(Ljava/util/UUID;)Lcom/mojang/authlib/GameProfile;,net/minecraft/server/management/PlayerProfileCache/func_152652_a,(Ljava/util/UUID;)Lcom/mojang/authlib/GameProfile;,net/minecraft/server/management/PlayerProfileCache/func_152652_a,(Ljava/util/UUID;)Lcom/mojang/authlib/GameProfile;
xz/bk,()Z,net/minecraft/entity/monster/EntityCreeper/func_70650_aV,()Z,net/minecraft/entity/monster/EntityCreeper/isAIEnabled,()Z
bal/f,()Z,net/minecraft/client/settings/KeyBinding/func_151468_f,()Z,net/minecraft/client/settings/KeyBinding/isPressed,()Z
bdg/b,()V,net/minecraft/client/gui/GuiScreenAddServer/func_73866_w_,()V,net/minecraft/client/gui/GuiScreenAddServer/initGui,()V
amq/b,()Z,net/minecraft/block/BlockPortal$Size/func_150860_b,()Z,net/minecraft/block/BlockPortal$Size/func_150860_b,()Z
yq/aU,()Ljava/lang/String;,net/minecraft/entity/monster/EntityZombie/func_70673_aS,()Ljava/lang/String;,net/minecraft/entity/monster/EntityZombie/getDeathSound,()Ljava/lang/String;
ans/b,()I,net/minecraft/block/BlockStairs/func_149645_b,()I,net/minecraft/block/BlockStairs/getRenderType,()I
fe/a,(Ljava/lang/Iterable;)Ljava/util/Iterator;,net/minecraft/util/ChatComponentStyle/func_150262_a,(Ljava/lang/Iterable;)Ljava/util/Iterator;,net/minecraft/util/ChatComponentStyle/createDeepCopyIterator,(Ljava/lang/Iterable;)Ljava/util/Iterator;
sa/ao,()Z,net/minecraft/entity/Entity/func_70051_ag,()Z,net/minecraft/entity/Entity/isSprinting,()Z
bcp/b,()I,net/minecraft/client/gui/GuiButtonRealmsProxy/func_146117_b,()I,net/minecraft/client/gui/GuiButtonRealmsProxy/getButtonWidth,()I
aoj/b,()I,net/minecraft/block/BlockLilyPad/func_149645_b,()I,net/minecraft/block/BlockLilyPad/getRenderType,()I
ald/d,()Z,net/minecraft/block/BlockFlowerPot/func_149686_d,()Z,net/minecraft/block/BlockFlowerPot/renderAsNormalBlock,()Z
ays/p,(Lays;)Z,net/minecraft/world/storage/WorldInfo/access$1500,(Lnet/minecraft/world/storage/WorldInfo;)Z,net/minecraft/world/storage/WorldInfo/access$1500,(Lnet/minecraft/world/storage/WorldInfo;)Z
net/minecraft/server/MinecraftServer/ax,()Lns;,net/minecraft/server/MinecraftServer/func_152358_ax,()Lnet/minecraft/server/management/PlayerProfileCache;,net/minecraft/server/MinecraftServer/func_152358_ax,()Lnet/minecraft/server/management/PlayerProfileCache;
avc/b,(Ldh;)V,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold/func_143011_b,(Lnet/minecraft/nbt/NBTTagCompound;)V,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold/func_143011_b,(Lnet/minecraft/nbt/NBTTagCompound;)V
xj/aA,()Z,net/minecraft/entity/item/EntityFallingBlock/func_90999_ad,()Z,net/minecraft/entity/item/EntityFallingBlock/canRenderOnFire,()Z
rw/a,(Ldh;)Ldh;,net/minecraft/potion/PotionEffect/func_82719_a,(Lnet/minecraft/nbt/NBTTagCompound;)Lnet/minecraft/nbt/NBTTagCompound;,net/minecraft/potion/PotionEffect/writeCustomPotionEffectToNBT,(Lnet/minecraft/nbt/NBTTagCompound;)Lnet/minecraft/nbt/NBTTagCompound;
adb/a,(Labt;)Ladb;,net/minecraft/item/Item/func_77637_a,(Lnet/minecraft/creativetab/CreativeTabs;)Lnet/minecraft/item/Item;,net/minecraft/item/Item/setCreativeTab,(Lnet/minecraft/creativetab/CreativeTabs;)Lnet/minecraft/item/Item;
aag/a,(Lyz;)Z,net/minecraft/inventory/ContainerEnchantment/func_75145_c,(Lnet/minecraft/entity/player/EntityPlayer;)Z,net/minecraft/inventory/ContainerEnchantment/canInteractWith,(Lnet/minecraft/entity/player/EntityPlayer;)Z
ar/h,(Lac;Ljava/lang/String;)Lahk;,net/minecraft/command/CommandGameMode/func_71539_b,(Lnet/minecraft/command/ICommandSender;Ljava/lang/String;)Lnet/minecraft/world/WorldSettings$GameType;,net/minecraft/command/CommandGameMode/getGameModeFromCommand,(Lnet/minecraft/command/ICommandSender;Ljava/lang/String;)Lnet/minecraft/world/WorldSettings$GameType;
yk/bq,()V,net/minecraft/entity/monster/EntitySilverfish/func_70626_be,()V,net/minecraft/entity/monster/EntitySilverfish/updateEntityActionState,()V
wl/v,()Z,net/minecraft/entity/monster/EntityGolem/func_70692_ba,()Z,net/minecraft/entity/monster/EntityGolem/canDespawn,()Z
ald/g,()V,net/minecraft/block/BlockFlowerPot/func_149683_g,()V,net/minecraft/block/BlockFlowerPot/setBlockBoundsForItemRender,()V
adb/a,(Z)Ladb;,net/minecraft/item/Item/func_77627_a,(Z)Lnet/minecraft/item/Item;,net/minecraft/item/Item/setHasSubtypes,(Z)Lnet/minecraft/item/Item;
asv/a,(IIIIIIIIII)Lasv;,net/minecraft/world/gen/structure/StructureBoundingBox/func_78889_a,(IIIIIIIIII)Lnet/minecraft/world/gen/structure/StructureBoundingBox;,net/minecraft/world/gen/structure/StructureBoundingBox/getComponentToAddBoundingBox,(IIIIIIIIII)Lnet/minecraft/world/gen/structure/StructureBoundingBox;
om/b,(Ljava/lang/Object;)Lol;,net/minecraft/server/management/UserList/func_152683_b,(Ljava/lang/Object;)Lnet/minecraft/server/management/UserListEntry;,net/minecraft/server/management/UserList/func_152683_b,(Ljava/lang/Object;)Lnet/minecraft/server/management/UserListEntry;
ajh/a,(Lrg;)V,net/minecraft/block/BlockBed/func_149651_a,(Lnet/minecraft/client/renderer/texture/IIconRegister;)V,net/minecraft/block/BlockBed/registerBlockIcons,(Lnet/minecraft/client/renderer/texture/IIconRegister;)V
yn/a,(Z)V,net/minecraft/entity/monster/EntitySpider/func_70839_e,(Z)V,net/minecraft/entity/monster/EntitySpider/setBesideClimbableBlock,(Z)V
bge/b,(I)Lbci;,net/minecraft/client/gui/ServerSelectionList/func_148180_b,(I)Lnet/minecraft/client/gui/GuiListExtended$IGuiListEntry;,net/minecraft/client/gui/ServerSelectionList/getListEntry,(I)Lnet/minecraft/client/gui/GuiListExtended$IGuiListEntry;
fn/a,(Lfn;)Lfn;,net/minecraft/util/ChatStyle/func_150221_a,(Lnet/minecraft/util/ChatStyle;)Lnet/minecraft/util/ChatStyle;,net/minecraft/util/ChatStyle/setParentStyle,(Lnet/minecraft/util/ChatStyle;)Lnet/minecraft/util/ChatStyle;
bal/d,()Z,net/minecraft/client/settings/KeyBinding/func_151470_d,()Z,net/minecraft/client/settings/KeyBinding/getIsKeyPressed,()Z
aag/b,(Lyz;)V,net/minecraft/inventory/ContainerEnchantment/func_75134_a,(Lnet/minecraft/entity/player/EntityPlayer;)V,net/minecraft/inventory/ContainerEnchantment/onContainerClosed,(Lnet/minecraft/entity/player/EntityPlayer;)V
ays/m,(Lays;)I,net/minecraft/world/storage/WorldInfo/access$1200,(Lnet/minecraft/world/storage/WorldInfo;)I,net/minecraft/world/storage/WorldInfo/access$1200,(Lnet/minecraft/world/storage/WorldInfo;)I
sa/aq,()Z,net/minecraft/entity/Entity/func_70113_ah,()Z,net/minecraft/entity/Entity/isEating,()Z
bnx/a,(Lst;DDDFF)V,net/minecraft/client/renderer/tileentity/RenderItemFrame/func_76986_a,(Lnet/minecraft/entity/item/EntityItemFrame;DDDFF)V,net/minecraft/client/renderer/tileentity/RenderItemFrame/doRender,(Lnet/minecraft/entity/item/EntityItemFrame;DDDFF)V
nn/e,()Lorg/apache/logging/log4j/Logger;,net/minecraft/server/network/NetHandlerLoginServer/access$400,()Lorg/apache/logging/log4j/Logger;,net/minecraft/server/network/NetHandlerLoginServer/access$400,()Lorg/apache/logging/log4j/Logger;
ays/n,(Lays;)Z,net/minecraft/world/storage/WorldInfo/access$1300,(Lnet/minecraft/world/storage/WorldInfo;)Z,net/minecraft/world/storage/WorldInfo/access$1300,(Lnet/minecraft/world/storage/WorldInfo;)Z
aor/c,(II)Z,net/minecraft/tileentity/TileEntity/func_145842_c,(II)Z,net/minecraft/tileentity/TileEntity/receiveClientEvent,(II)Z
pu/a,(Lcom/google/gson/JsonObject;Ljava/lang/String;Lcom/google/gson/JsonArray;)Lcom/google/gson/JsonArray;,net/minecraft/util/JsonUtils/func_151213_a,(Lcom/google/gson/JsonObject;Ljava/lang/String;Lcom/google/gson/JsonArray;)Lcom/google/gson/JsonArray;,net/minecraft/util/JsonUtils/getJsonObjectJsonArrayFieldOrDefault,(Lcom/google/gson/JsonObject;Ljava/lang/String;Lcom/google/gson/JsonArray;)Lcom/google/gson/JsonArray;
fn/h,(Lfn;)Lfh;,net/minecraft/util/ChatStyle/access$600,(Lnet/minecraft/util/ChatStyle;)Lnet/minecraft/event/ClickEvent;,net/minecraft/util/ChatStyle/access$600,(Lnet/minecraft/util/ChatStyle;)Lnet/minecraft/event/ClickEvent;
sa/ar,()I,net/minecraft/entity/Entity/func_70086_ai,()I,net/minecraft/entity/Entity/getAir,()I
sa/al,()Z,net/minecraft/entity/Entity/func_70027_ad,()Z,net/minecraft/entity/Entity/isBurning,()Z
ael/s,()Z,net/minecraft/item/ItemWritableBook/func_77651_p,()Z,net/minecraft/item/ItemWritableBook/getShareTag,()Z
aoi/e,(Lahl;III)Z,net/minecraft/block/BlockWall/func_150091_e,(Lnet/minecraft/world/IBlockAccess;III)Z,net/minecraft/block/BlockWall/canConnectWallTo,(Lnet/minecraft/world/IBlockAccess;III)Z
bfv/f,()Lbqx;,net/minecraft/client/gui/GuiMerchant/access$000,()Lnet/minecraft/util/ResourceLocation;,net/minecraft/client/gui/GuiMerchant/access$000,()Lnet/minecraft/util/ResourceLocation;
fn/i,(Lfn;)Lfl;,net/minecraft/util/ChatStyle/access$700,(Lnet/minecraft/util/ChatStyle;)Lnet/minecraft/event/HoverEvent;,net/minecraft/util/ChatStyle/access$700,(Lnet/minecraft/util/ChatStyle;)Lnet/minecraft/event/HoverEvent;
amg/f,(I)Lawv;,net/minecraft/block/BlockNetherrack/func_149728_f,(I)Lnet/minecraft/block/material/MapColor;,net/minecraft/block/BlockNetherrack/getMapColor,(I)Lnet/minecraft/block/material/MapColor;
bal/b,()V,net/minecraft/client/settings/KeyBinding/func_74508_b,()V,net/minecraft/client/settings/KeyBinding/resetKeyBindingArrayAndHash,()V
fe/equals,(Ljava/lang/Object;)Z,net/minecraft/util/ChatComponentStyle/equals,(Ljava/lang/Object;)Z,net/minecraft/util/ChatComponentStyle/equals,(Ljava/lang/Object;)Z
aav/a,(Lape;)V,net/minecraft/inventory/InventoryEnderChest/func_146031_a,(Lnet/minecraft/tileentity/TileEntityEnderChest;)V,net/minecraft/inventory/InventoryEnderChest/func_146031_a,(Lnet/minecraft/tileentity/TileEntityEnderChest;)V
bhd/a,()I,net/minecraft/client/model/ModelBlaze/func_78104_a,()I,net/minecraft/client/model/ModelBlaze/func_78104_a,()I
xl/a,(Z)V,net/minecraft/entity/item/EntityMinecart/func_94096_e,(Z)V,net/minecraft/entity/item/EntityMinecart/setHasDisplayTile,(Z)V
ald/b,()I,net/minecraft/block/BlockFlowerPot/func_149645_b,()I,net/minecraft/block/BlockFlowerPot/getRenderType,()I
bfv/b,()V,net/minecraft/client/gui/GuiMerchant/func_73866_w_,()V,net/minecraft/client/gui/GuiMerchant/initGui,()V
als/a,(Ljava/util/Random;)I,net/minecraft/block/BlockLadder/func_149745_a,(Ljava/util/Random;)I,net/minecraft/block/BlockLadder/quantityDropped,(Ljava/util/Random;)I
bgm/b,()V,net/minecraft/client/gui/stream/GuiIngestServers/func_73866_w_,()V,net/minecraft/client/gui/stream/GuiIngestServers/initGui,()V
bte/interrupt,()V,net/minecraft/client/multiplayer/ThreadLanServerPing/interrupt,()V,net/minecraft/client/multiplayer/ThreadLanServerPing/interrupt,()V
aqv/e,(II)V,net/minecraft/world/gen/ChunkProviderHell/func_82695_e,(II)V,net/minecraft/world/gen/ChunkProviderHell/recreateStructures,(II)V
adp/e,(Ladd;)Z,net/minecraft/item/ItemPotion/func_77636_d,(Lnet/minecraft/item/ItemStack;)Z,net/minecraft/item/ItemPotion/hasEffect,(Lnet/minecraft/item/ItemStack;)Z
alh/a,(ILjava/util/Random;I)Ladb;,net/minecraft/block/BlockGrass/func_149650_a,(ILjava/util/Random;I)Lnet/minecraft/item/Item;,net/minecraft/block/BlockGrass/getItemDropped,(ILjava/util/Random;I)Lnet/minecraft/item/Item;
sa/an,()Z,net/minecraft/entity/Entity/func_70093_af,()Z,net/minecraft/entity/Entity/isSneaking,()Z
amq/a,()I,net/minecraft/block/BlockPortal$Size/func_150858_a,()I,net/minecraft/block/BlockPortal$Size/func_150858_a,()I
ays/q,(Lays;)Z,net/minecraft/world/storage/WorldInfo/access$1600,(Lnet/minecraft/world/storage/WorldInfo;)Z,net/minecraft/world/storage/WorldInfo/access$1600,(Lnet/minecraft/world/storage/WorldInfo;)Z
